timestamp,machine_id,operator_id,planned_production_time_min,temperature,vibration,feed_rate_deviation,pressure,ideal_cycle_time_min,operating_time_min,total_units,defect_units,Defect_Type,downtime_duration_minutes,Is_Downtime,Downtime_Reason,OEE_Percentage,Downtime_Rate,Defect_Rate
2026-04-29 22:00:00,Line-1,OP-A,60.0,75.71,1.24,-0.81,105.7,1.0,60.0,54,0,None,0.0,0,None,90.0,0.0,0.0
2026-04-29 23:00:00,Line-1,OP-C,60.0,76.06,1.23,0.22,99.91,1.0,60.0,58,0,None,0.0,0,None,96.67,0.0,0.0
2026-04-30 00:00:00,Line-1,OP-B,60.0,76.39,1.22,-0.38,103.51,1.0,60.0,57,1,Scratch,0.0,0,None,93.33,0.0,1.75
2026-04-30 01:00:00,Line-1,OP-A,60.0,76.03,1.45,-0.55,99.69,1.0,60.0,56,0,None,0.0,0,None,93.33,0.0,0.0
2026-04-30 02:00:00,Line-1,OP-A,60.0,75.95,1.17,0.32,103.27,1.0,60.0,59,0,None,0.0,0,None,98.33,0.0,0.0
2026-04-30 03:00:00,Line-1,OP-A,60.0,73.85,1.16,-0.14,100.03,1.0,60.0,54,1,None,0.0,0,None,88.33,0.0,1.85
2026-04-30 04:00:00,Line-1,OP-C,60.0,73.64,1.08,0.51,97.81,1.0,60.0,55,1,None,0.0,0,None,90.0,0.0,1.82
2026-04-30 05:00:00,Line-1,OP-B,60.0,76.48,1.05,-0.39,105.29,1.0,60.0,57,0,None,0.0,0,None,95.0,0.0,0.0
2026-04-30 06:00:00,Line-1,OP-A,60.0,75.49,1.08,-0.24,101.01,1.0,60.0,56,1,None,0.0,0,None,91.67,0.0,1.79
2026-04-30 07:00:00,Line-1,OP-A,60.0,76.64,1.13,0.58,103.26,1.0,60.0,57,1,None,0.0,0,None,93.33,0.0,1.75
2026-04-30 08:00:00,Line-1,OP-A,60.0,71.59,1.33,0.14,100.79,1.0,60.0,54,1,None,0.0,0,None,88.33,0.0,1.85
2026-04-30 09:00:00,Line-1,OP-C,60.0,74.0,1.2,-0.74,97.57,1.0,60.0,54,1,None,0.0,0,None,88.33,0.0,1.85
2026-04-30 10:00:00,Line-1,OP-C,60.0,78.81,1.22,0.13,108.04,1.0,60.0,54,1,None,0.0,0,None,88.33,0.0,1.85
2026-04-30 11:00:00,Line-1,OP-B,60.0,76.11,1.19,0.74,101.77,1.0,60.0,55,1,Scratch,0.0,0,None,90.0,0.0,1.82
2026-04-30 12:00:00,Line-1,OP-C,60.0,75.59,1.24,-0.24,98.22,1.0,60.0,56,0,Dent,0.0,0,None,93.33,0.0,0.0
2026-04-30 13:00:00,Line-1,OP-A,60.0,76.42,1.34,0.3,106.39,1.0,60.0,58,0,Alignment,0.0,0,None,96.67,0.0,0.0
2026-04-30 14:00:00,Line-1,OP-B,60.0,79.42,1.0,-0.42,93.4,1.0,60.0,59,1,Scratch,0.0,0,None,96.67,0.0,1.69
2026-04-30 15:00:00,Line-1,OP-A,60.0,79.0,1.32,-0.07,111.18,1.0,60.0,59,1,None,0.0,0,None,96.67,0.0,1.69
2026-04-30 16:00:00,Line-1,OP-A,60.0,71.84,0.95,0.54,99.1,1.0,60.0,55,0,None,0.0,0,None,91.67,0.0,0.0
2026-04-30 17:00:00,Line-1,OP-C,60.0,72.58,1.2,0.11,93.66,1.0,60.0,56,1,None,0.0,0,None,91.67,0.0,1.79
2026-04-30 18:00:00,Line-1,OP-B,60.0,71.77,1.42,0.64,109.53,1.0,60.0,55,1,Dent,0.0,0,None,90.0,0.0,1.82
2026-04-30 19:00:00,Line-1,OP-C,60.0,73.51,1.27,0.21,97.68,1.0,60.0,55,1,None,0.0,0,None,90.0,0.0,1.82
2026-04-30 20:00:00,Line-1,OP-C,60.0,75.11,1.24,1.11,101.22,1.0,60.0,57,0,None,0.0,0,None,95.0,0.0,0.0
2026-04-30 21:00:00,Line-1,OP-B,60.0,75.48,1.4,-0.78,103.59,1.0,60.0,54,1,Scratch,0.0,0,None,88.33,0.0,1.85
2026-04-30 22:00:00,Line-1,OP-A,60.0,71.94,1.13,-0.11,105.92,1.0,60.0,55,0,None,0.0,0,None,91.67,0.0,0.0
2026-04-30 23:00:00,Line-1,OP-A,60.0,71.27,1.24,-0.54,101.5,1.0,60.0,59,0,None,0.0,0,None,98.33,0.0,0.0
2026-05-01 00:00:00,Line-1,OP-B,60.0,73.47,1.26,-0.51,96.76,1.0,60.0,56,1,None,0.0,0,None,91.67,0.0,1.79
2026-05-01 01:00:00,Line-1,OP-A,60.0,76.83,1.15,-0.5,101.09,1.0,60.0,56,0,None,0.0,0,None,93.33,0.0,0.0
2026-05-01 02:00:00,Line-1,OP-B,60.0,77.18,1.16,0.08,97.9,1.0,60.0,54,0,None,0.0,0,None,90.0,0.0,0.0
2026-05-01 03:00:00,Line-1,OP-B,60.0,78.41,1.15,0.11,101.25,1.0,60.0,55,1,None,0.0,0,None,90.0,0.0,1.82
2026-05-01 04:00:00,Line-1,OP-C,60.0,74.94,1.21,0.21,108.14,1.0,60.0,59,0,None,0.0,0,None,98.33,0.0,0.0
2026-05-01 05:00:00,Line-1,OP-B,60.0,76.66,1.25,-0.56,103.78,1.0,60.0,54,0,Alignment,0.0,0,None,90.0,0.0,0.0
2026-05-01 06:00:00,Line-1,OP-C,60.0,77.02,1.21,-0.16,101.03,1.0,60.0,56,0,None,0.0,0,None,93.33,0.0,0.0
2026-05-01 07:00:00,Line-1,OP-A,60.0,74.01,1.27,-0.48,103.69,1.0,60.0,54,1,None,0.0,0,None,88.33,0.0,1.85
2026-05-01 08:00:00,Line-1,OP-A,60.0,75.78,1.0,0.47,104.05,1.0,60.0,56,1,None,0.0,0,None,91.67,0.0,1.79
2026-05-01 09:00:00,Line-1,OP-A,60.0,76.32,1.18,-0.44,94.61,1.0,60.0,54,1,None,0.0,0,None,88.33,0.0,1.85
2026-05-01 10:00:00,Line-1,OP-A,60.0,73.18,1.1,-0.11,100.21,1.0,60.0,58,1,None,0.0,0,None,95.0,0.0,1.72
2026-05-01 11:00:00,Line-1,OP-C,60.0,78.28,1.23,0.28,112.81,1.0,60.0,58,1,None,0.0,0,None,95.0,0.0,1.72
2026-05-01 12:00:00,Line-1,OP-A,60.0,74.92,1.23,-0.31,106.06,1.0,60.0,58,1,None,0.0,0,None,95.0,0.0,1.72
2026-05-01 13:00:00,Line-1,OP-B,60.0,75.17,1.19,0.35,97.48,1.0,60.0,55,0,None,0.0,0,None,91.67,0.0,0.0
2026-05-01 14:00:00,Line-1,OP-B,60.0,73.11,1.25,0.8,96.98,1.0,60.0,59,0,None,0.0,0,None,98.33,0.0,0.0
2026-05-01 15:00:00,Line-1,OP-B,60.0,73.44,1.3,0.09,96.82,1.0,60.0,57,1,None,0.0,0,None,93.33,0.0,1.75
2026-05-01 16:00:00,Line-1,OP-C,60.0,70.61,1.19,0.45,104.33,1.0,60.0,56,0,None,0.0,0,None,93.33,0.0,0.0
2026-05-01 17:00:00,Line-1,OP-A,60.0,75.11,1.09,-1.04,108.04,1.0,60.0,57,1,None,0.0,0,None,93.33,0.0,1.75
2026-05-01 18:00:00,Line-1,OP-A,60.0,80.01,1.04,-0.21,102.91,1.0,60.0,54,1,None,0.0,0,None,88.33,0.0,1.85
2026-05-01 19:00:00,Line-1,OP-A,60.0,72.96,1.2,0.09,100.79,1.0,60.0,54,1,Dent,0.0,0,None,88.33,0.0,1.85
2026-05-01 20:00:00,Line-1,OP-C,60.0,80.95,1.22,-0.53,97.78,1.0,60.0,58,1,None,0.0,0,None,95.0,0.0,1.72
2026-05-01 21:00:00,Line-1,OP-B,60.0,77.83,1.1,0.1,101.65,1.0,60.0,55,1,None,0.0,0,None,90.0,0.0,1.82
2026-05-01 22:00:00,Line-1,OP-B,60.0,74.05,1.27,0.53,95.9,1.0,60.0,57,1,None,0.0,0,None,93.33,0.0,1.75
2026-05-01 23:00:00,Line-1,OP-A,60.0,75.05,1.15,-0.94,90.32,1.0,60.0,56,1,None,0.0,0,None,91.67,0.0,1.79
2026-05-02 00:00:00,Line-1,OP-B,60.0,74.73,1.03,-0.59,108.18,1.0,60.0,59,1,None,0.0,0,None,96.67,0.0,1.69
2026-05-02 01:00:00,Line-1,OP-B,60.0,78.41,1.33,0.09,94.97,1.0,60.0,59,1,None,0.0,0,None,96.67,0.0,1.69
2026-05-02 02:00:00,Line-1,OP-C,60.0,76.03,1.31,0.23,98.38,1.0,60.0,59,0,None,0.0,0,None,98.33,0.0,0.0
2026-05-02 03:00:00,Line-1,OP-C,60.0,77.36,1.0,0.37,103.28,1.0,60.0,55,0,None,0.0,0,None,91.67,0.0,0.0
2026-05-02 04:00:00,Line-1,OP-C,60.0,75.72,1.14,0.06,107.17,1.0,60.0,55,0,None,0.0,0,None,91.67,0.0,0.0
2026-05-02 05:00:00,Line-1,OP-C,60.0,74.78,1.14,0.23,101.29,1.0,60.0,56,1,None,0.0,0,None,91.67,0.0,1.79
2026-05-02 06:00:00,Line-1,OP-A,60.0,75.65,1.36,0.45,94.03,1.0,60.0,54,1,None,0.0,0,None,88.33,0.0,1.85
2026-05-02 07:00:00,Line-1,OP-C,60.0,74.19,1.19,-0.21,98.49,1.0,60.0,54,0,None,0.0,0,None,90.0,0.0,0.0
2026-05-02 08:00:00,Line-1,OP-B,60.0,72.1,1.05,-0.3,96.61,1.0,60.0,57,1,Alignment,0.0,0,None,93.33,0.0,1.75
2026-05-02 09:00:00,Line-1,OP-A,60.0,76.63,1.29,-0.08,99.81,1.0,60.0,57,0,None,0.0,0,None,95.0,0.0,0.0
2026-05-02 10:00:00,Line-1,OP-B,60.0,72.0,1.08,0.1,106.16,1.0,60.0,59,1,None,0.0,0,None,96.67,0.0,1.69
2026-05-02 11:00:00,Line-1,OP-B,60.0,74.46,1.17,-0.33,87.31,1.0,60.0,55,1,None,0.0,0,None,90.0,0.0,1.82
2026-05-02 12:00:00,Line-1,OP-B,60.0,74.12,1.12,-0.2,97.94,1.0,60.0,55,0,None,0.0,0,None,91.67,0.0,0.0
2026-05-02 13:00:00,Line-1,OP-C,60.0,76.29,1.14,0.2,97.58,1.0,60.0,54,0,None,0.0,0,None,90.0,0.0,0.0
2026-05-02 14:00:00,Line-1,OP-C,60.0,78.13,1.29,0.08,93.72,1.0,60.0,59,1,None,0.0,0,None,96.67,0.0,1.69
2026-05-02 15:00:00,Line-1,OP-A,60.0,77.41,1.35,-0.09,102.93,1.0,60.0,58,1,None,0.0,0,None,95.0,0.0,1.72
2026-05-02 16:00:00,Line-1,OP-A,60.0,76.34,1.07,-0.87,92.93,1.0,60.0,58,1,None,0.0,0,None,95.0,0.0,1.72
2026-05-02 17:00:00,Line-1,OP-C,60.0,73.74,1.26,-0.0,93.5,1.0,60.0,59,1,Scratch,0.0,0,None,96.67,0.0,1.69
2026-05-02 18:00:00,Line-1,OP-B,60.0,74.63,1.13,-0.49,104.26,1.0,60.0,57,0,None,0.0,0,None,95.0,0.0,0.0
2026-05-02 19:00:00,Line-1,OP-A,60.0,74.34,1.13,0.49,107.5,1.0,60.0,56,1,None,0.0,0,None,91.67,0.0,1.79
2026-05-02 20:00:00,Line-1,OP-C,60.0,74.06,1.25,-0.15,99.62,1.0,60.0,55,1,Scratch,0.0,0,None,90.0,0.0,1.82
2026-05-02 21:00:00,Line-1,OP-C,60.0,74.2,1.1,-0.5,93.91,1.0,60.0,57,1,Scratch,0.0,0,None,93.33,0.0,1.75
2026-05-02 22:00:00,Line-1,OP-C,60.0,74.14,1.25,-0.03,96.47,1.0,60.0,56,0,None,0.0,0,None,93.33,0.0,0.0
2026-05-02 23:00:00,Line-1,OP-B,60.0,74.05,1.27,3.19,105.04,1.0,60.0,56,12,Alignment,0.0,0,None,73.33,0.0,21.43
2026-05-03 00:00:00,Line-1,OP-C,60.0,76.9,1.16,0.32,100.58,1.0,60.0,59,0,Dent,0.0,0,None,98.33,0.0,0.0
2026-05-03 01:00:00,Line-1,OP-C,60.0,72.89,1.33,0.11,99.49,1.0,60.0,59,0,None,0.0,0,None,98.33,0.0,0.0
2026-05-03 02:00:00,Line-1,OP-C,60.0,73.54,1.07,-0.66,101.57,1.0,60.0,58,0,None,0.0,0,None,96.67,0.0,0.0
2026-05-03 03:00:00,Line-1,OP-C,60.0,71.83,1.33,0.81,99.81,1.0,60.0,58,1,None,0.0,0,None,95.0,0.0,1.72
2026-05-03 04:00:00,Line-1,OP-A,60.0,77.83,1.01,-0.31,107.73,1.0,60.0,58,0,None,0.0,0,None,96.67,0.0,0.0
2026-05-03 05:00:00,Line-1,OP-A,60.0,73.41,1.47,0.47,96.25,1.0,60.0,54,0,None,0.0,0,None,90.0,0.0,0.0
2026-05-03 06:00:00,Line-1,OP-C,60.0,76.32,1.16,-0.16,95.68,1.0,60.0,54,1,None,0.0,0,None,88.33,0.0,1.85
2026-05-03 07:00:00,Line-1,OP-B,60.0,75.95,1.08,0.42,93.08,1.0,60.0,58,0,None,0.0,0,None,96.67,0.0,0.0
2026-05-03 08:00:00,Line-1,OP-A,60.0,77.64,1.18,0.65,97.3,1.0,60.0,58,0,None,0.0,0,None,96.67,0.0,0.0
2026-05-03 09:00:00,Line-1,OP-C,60.0,74.58,1.1,0.32,94.54,1.0,60.0,54,0,None,0.0,0,None,90.0,0.0,0.0
2026-05-03 10:00:00,Line-1,OP-A,60.0,73.1,1.24,0.38,101.09,1.0,60.0,59,0,Scratch,0.0,0,None,98.33,0.0,0.0
2026-05-03 11:00:00,Line-1,OP-A,60.0,71.89,1.34,-0.05,100.1,1.0,60.0,54,1,Alignment,0.0,0,None,88.33,0.0,1.85
2026-05-03 12:00:00,Line-1,OP-B,60.0,69.43,1.1,-0.22,94.6,1.0,60.0,55,0,None,0.0,0,None,91.67,0.0,0.0
2026-05-03 13:00:00,Line-1,OP-C,60.0,75.32,1.26,0.07,102.95,1.0,60.0,58,1,None,0.0,0,None,95.0,0.0,1.72
2026-05-03 14:00:00,Line-1,OP-C,60.0,76.55,1.05,-0.17,107.58,1.0,60.0,55,1,None,0.0,0,None,90.0,0.0,1.82
2026-05-03 15:00:00,Line-1,OP-B,60.0,75.94,1.3,1.23,101.79,1.0,60.0,54,1,None,0.0,0,None,88.33,0.0,1.85
2026-05-03 16:00:00,Line-1,OP-B,60.0,71.94,1.24,-0.5,87.28,1.0,60.0,55,1,None,0.0,0,None,90.0,0.0,1.82
2026-05-03 17:00:00,Line-1,OP-C,60.0,77.08,1.31,0.5,109.94,1.0,60.0,58,1,None,0.0,0,None,95.0,0.0,1.72
2026-05-03 18:00:00,Line-1,OP-C,60.0,73.6,1.19,0.26,103.73,1.0,60.0,56,1,Dent,0.0,0,None,91.67,0.0,1.79
2026-05-03 19:00:00,Line-1,OP-B,60.0,73.19,1.16,0.11,109.78,1.0,60.0,57,0,None,0.0,0,None,95.0,0.0,0.0
2026-05-03 20:00:00,Line-1,OP-A,60.0,73.56,1.28,0.74,105.45,1.0,60.0,57,1,None,0.0,0,None,93.33,0.0,1.75
2026-05-03 21:00:00,Line-1,OP-A,60.0,75.16,1.07,0.15,106.45,1.0,60.0,54,1,None,0.0,0,None,88.33,0.0,1.85
2026-05-03 22:00:00,Line-1,OP-B,60.0,72.03,1.03,-0.32,101.03,1.0,60.0,59,0,None,0.0,0,None,98.33,0.0,0.0
2026-05-03 23:00:00,Line-1,OP-A,60.0,74.93,1.2,0.15,98.69,1.0,60.0,54,0,None,0.0,0,None,90.0,0.0,0.0
2026-05-04 00:00:00,Line-1,OP-B,60.0,75.86,1.16,-0.09,101.87,1.0,60.0,59,1,None,0.0,0,None,96.67,0.0,1.69
2026-05-04 01:00:00,Line-1,OP-A,60.0,77.21,1.26,0.25,96.46,1.0,60.0,57,1,None,0.0,0,None,93.33,0.0,1.75
2026-05-04 02:00:00,Line-1,OP-A,60.0,75.35,1.31,0.41,102.17,1.0,60.0,59,0,Scratch,0.0,0,None,98.33,0.0,0.0
2026-05-04 03:00:00,Line-1,OP-C,60.0,72.32,1.25,-0.43,86.87,1.0,60.0,54,1,None,0.0,0,None,88.33,0.0,1.85
2026-05-04 04:00:00,Line-1,OP-C,60.0,75.3,1.3,0.6,100.21,1.0,60.0,56,0,Alignment,0.0,0,None,93.33,0.0,0.0
2026-05-04 05:00:00,Line-1,OP-A,60.0,72.88,1.23,-0.13,106.72,1.0,60.0,55,1,None,0.0,0,None,90.0,0.0,1.82
2026-05-04 06:00:00,Line-1,OP-A,60.0,72.76,1.25,0.22,100.47,1.0,60.0,54,0,None,0.0,0,None,90.0,0.0,0.0
2026-05-04 07:00:00,Line-1,OP-C,60.0,72.27,1.19,0.31,108.64,1.0,60.0,57,0,None,0.0,0,None,95.0,0.0,0.0
2026-05-04 08:00:00,Line-1,OP-C,60.0,92.62,4.08,0.18,98.68,1.0,17.66,14,5,Dent,42.34,1,Mechanical Failure,15.0,70.56,35.71
2026-05-04 09:00:00,Line-1,OP-C,60.0,73.87,1.22,-0.05,105.01,1.0,60.0,57,1,None,0.0,0,None,93.33,0.0,1.75
2026-05-04 10:00:00,Line-1,OP-B,60.0,77.26,1.23,-0.24,95.61,1.0,60.0,54,1,None,0.0,0,None,88.33,0.0,1.85
2026-05-04 11:00:00,Line-1,OP-A,60.0,79.51,1.18,-0.13,104.81,1.0,60.0,55,0,None,0.0,0,None,91.67,0.0,0.0
2026-05-04 12:00:00,Line-1,OP-C,60.0,73.85,1.28,0.78,101.16,1.0,60.0,58,0,None,0.0,0,None,96.67,0.0,0.0
2026-05-04 13:00:00,Line-1,OP-A,60.0,77.17,1.13,-0.43,98.9,1.0,60.0,56,1,None,0.0,0,None,91.67,0.0,1.79
2026-05-04 14:00:00,Line-1,OP-B,60.0,74.21,1.2,-0.36,87.13,1.0,60.0,57,0,None,0.0,0,None,95.0,0.0,0.0
2026-05-04 15:00:00,Line-1,OP-B,60.0,71.7,1.33,-0.38,98.73,1.0,60.0,57,0,None,0.0,0,None,95.0,0.0,0.0
2026-05-04 16:00:00,Line-1,OP-C,60.0,76.4,1.11,0.07,101.07,1.0,60.0,59,0,None,0.0,0,None,98.33,0.0,0.0
2026-05-04 17:00:00,Line-1,OP-B,60.0,75.47,0.98,-0.76,104.14,1.0,60.0,55,1,None,0.0,0,None,90.0,0.0,1.82
2026-05-04 18:00:00,Line-1,OP-A,60.0,78.64,1.24,-0.68,107.8,1.0,60.0,58,1,Dent,0.0,0,None,95.0,0.0,1.72
2026-05-04 19:00:00,Line-1,OP-C,60.0,71.93,1.17,-0.13,110.18,1.0,60.0,59,1,None,0.0,0,None,96.67,0.0,1.69
2026-05-04 20:00:00,Line-1,OP-A,60.0,80.59,1.3,-0.64,106.23,1.0,60.0,58,1,None,0.0,0,None,95.0,0.0,1.72
2026-05-04 21:00:00,Line-1,OP-A,60.0,78.18,1.19,-0.6,97.19,1.0,60.0,56,0,None,0.0,0,None,93.33,0.0,0.0
2026-05-04 22:00:00,Line-1,OP-B,60.0,74.96,1.14,-0.64,98.48,1.0,60.0,57,1,None,0.0,0,None,93.33,0.0,1.75
2026-05-04 23:00:00,Line-1,OP-B,60.0,74.4,1.19,-0.42,103.69,1.0,60.0,58,1,None,0.0,0,None,95.0,0.0,1.72
2026-05-05 00:00:00,Line-1,OP-B,60.0,73.57,1.31,0.37,102.6,1.0,60.0,57,0,Scratch,0.0,0,None,95.0,0.0,0.0
2026-05-05 01:00:00,Line-1,OP-B,60.0,75.22,1.26,0.48,108.14,1.0,60.0,54,1,Dent,0.0,0,None,88.33,0.0,1.85
2026-05-05 02:00:00,Line-1,OP-B,60.0,74.63,0.96,0.96,112.4,1.0,60.0,55,0,None,0.0,0,None,91.67,0.0,0.0
2026-05-05 03:00:00,Line-1,OP-C,60.0,76.03,1.22,0.94,111.34,1.0,60.0,58,1,None,0.0,0,None,95.0,0.0,1.72
2026-05-05 04:00:00,Line-1,OP-A,60.0,74.41,1.22,0.39,107.47,1.0,60.0,55,1,None,0.0,0,None,90.0,0.0,1.82
2026-05-05 05:00:00,Line-1,OP-A,60.0,77.83,1.2,0.51,102.64,1.0,60.0,58,1,None,0.0,0,None,95.0,0.0,1.72
2026-05-05 06:00:00,Line-1,OP-A,60.0,75.25,1.14,0.07,106.75,1.0,60.0,56,0,None,0.0,0,None,93.33,0.0,0.0
2026-05-05 07:00:00,Line-1,OP-A,60.0,74.49,1.32,0.26,108.31,1.0,60.0,57,0,None,0.0,0,None,95.0,0.0,0.0
2026-05-05 08:00:00,Line-1,OP-B,60.0,77.05,1.32,0.97,99.26,1.0,60.0,54,0,None,0.0,0,None,90.0,0.0,0.0
2026-05-05 09:00:00,Line-1,OP-A,60.0,71.75,0.98,0.19,97.34,1.0,60.0,55,0,Scratch,0.0,0,None,91.67,0.0,0.0
2026-05-05 10:00:00,Line-1,OP-C,60.0,75.68,1.12,0.58,96.16,1.0,60.0,59,0,None,0.0,0,None,98.33,0.0,0.0
2026-05-05 11:00:00,Line-1,OP-C,60.0,75.05,1.19,-0.47,95.62,1.0,60.0,59,1,None,0.0,0,None,96.67,0.0,1.69
2026-05-05 12:00:00,Line-1,OP-A,60.0,72.18,1.29,-0.33,93.09,1.0,60.0,57,1,Dent,0.0,0,None,93.33,0.0,1.75
2026-05-05 13:00:00,Line-1,OP-A,60.0,71.58,1.2,0.16,101.25,1.0,60.0,56,1,None,0.0,0,None,91.67,0.0,1.79
2026-05-05 14:00:00,Line-1,OP-C,60.0,77.02,1.13,0.07,95.0,1.0,60.0,58,1,Scratch,0.0,0,None,95.0,0.0,1.72
2026-05-05 15:00:00,Line-1,OP-C,60.0,76.93,1.27,-0.31,96.08,1.0,60.0,57,0,None,0.0,0,None,95.0,0.0,0.0
2026-05-05 16:00:00,Line-1,OP-B,60.0,75.35,1.18,1.2,103.51,1.0,60.0,57,1,None,0.0,0,None,93.33,0.0,1.75
2026-05-05 17:00:00,Line-1,OP-C,60.0,78.43,1.19,0.09,100.91,1.0,60.0,54,0,Dent,0.0,0,None,90.0,0.0,0.0
2026-05-05 18:00:00,Line-1,OP-B,60.0,75.88,1.2,-0.22,102.15,1.0,60.0,57,1,None,0.0,0,None,93.33,0.0,1.75
2026-05-05 19:00:00,Line-1,OP-B,60.0,77.5,1.26,0.08,106.83,1.0,60.0,58,1,None,0.0,0,None,95.0,0.0,1.72
2026-05-05 20:00:00,Line-1,OP-B,60.0,75.84,1.17,0.01,104.32,1.0,60.0,59,1,None,0.0,0,None,96.67,0.0,1.69
2026-05-05 21:00:00,Line-1,OP-B,60.0,74.45,1.27,0.09,107.59,1.0,60.0,54,0,None,0.0,0,None,90.0,0.0,0.0
2026-05-05 22:00:00,Line-1,OP-B,60.0,72.88,1.19,-0.8,100.4,1.0,60.0,58,1,None,0.0,0,None,95.0,0.0,1.72
2026-05-05 23:00:00,Line-1,OP-A,60.0,73.79,1.09,0.65,108.06,1.0,60.0,57,1,Scratch,0.0,0,None,93.33,0.0,1.75
2026-05-06 00:00:00,Line-1,OP-C,60.0,74.49,1.2,0.67,101.8,1.0,60.0,56,0,Dent,0.0,0,None,93.33,0.0,0.0
2026-05-06 01:00:00,Line-1,OP-B,60.0,77.73,1.1,0.74,100.84,1.0,60.0,54,1,Dent,0.0,0,None,88.33,0.0,1.85
2026-05-06 02:00:00,Line-1,OP-C,60.0,76.54,1.2,0.16,107.31,1.0,60.0,56,1,None,0.0,0,None,91.67,0.0,1.79
2026-05-06 03:00:00,Line-1,OP-C,60.0,75.66,1.28,0.33,95.64,1.0,60.0,56,1,None,0.0,0,None,91.67,0.0,1.79
2026-05-06 04:00:00,Line-1,OP-B,60.0,76.74,1.09,-0.43,110.12,1.0,60.0,55,0,None,0.0,0,None,91.67,0.0,0.0
2026-05-06 05:00:00,Line-1,OP-A,60.0,76.05,1.24,0.42,98.59,1.0,60.0,58,0,Scratch,0.0,0,None,96.67,0.0,0.0
2026-05-06 06:00:00,Line-1,OP-B,60.0,75.52,1.12,0.13,93.91,1.0,60.0,58,0,None,0.0,0,None,96.67,0.0,0.0
2026-05-06 07:00:00,Line-1,OP-A,60.0,72.0,1.22,-0.23,103.27,1.0,60.0,57,1,None,0.0,0,None,93.33,0.0,1.75
2026-05-06 08:00:00,Line-1,OP-C,60.0,77.28,1.29,0.43,98.11,1.0,60.0,59,0,None,0.0,0,None,98.33,0.0,0.0
2026-05-06 09:00:00,Line-1,OP-A,60.0,74.08,0.99,0.45,110.13,1.0,60.0,56,0,None,0.0,0,None,93.33,0.0,0.0
2026-05-06 10:00:00,Line-1,OP-A,60.0,77.18,1.09,0.03,97.84,1.0,60.0,55,1,None,0.0,0,None,90.0,0.0,1.82
2026-05-06 11:00:00,Line-1,OP-A,60.0,77.37,1.16,0.22,101.57,1.0,60.0,57,1,Alignment,0.0,0,None,93.33,0.0,1.75
2026-05-06 12:00:00,Line-1,OP-C,60.0,73.66,1.23,-0.52,92.87,1.0,60.0,55,0,Alignment,0.0,0,None,91.67,0.0,0.0
2026-05-06 13:00:00,Line-1,OP-C,60.0,76.9,1.18,0.62,104.06,1.0,60.0,55,0,None,0.0,0,None,91.67,0.0,0.0
2026-05-06 14:00:00,Line-1,OP-A,60.0,74.28,1.2,-0.45,96.11,1.0,60.0,55,0,None,0.0,0,None,91.67,0.0,0.0
2026-05-06 15:00:00,Line-1,OP-A,60.0,74.29,1.4,-0.35,103.47,1.0,60.0,54,0,Alignment,0.0,0,None,90.0,0.0,0.0
2026-05-06 16:00:00,Line-1,OP-B,60.0,75.51,1.08,0.03,97.86,1.0,60.0,58,1,None,0.0,0,None,95.0,0.0,1.72
2026-05-06 17:00:00,Line-1,OP-A,60.0,75.57,1.31,0.56,89.77,1.0,60.0,55,1,None,0.0,0,None,90.0,0.0,1.82
2026-05-06 18:00:00,Line-1,OP-B,60.0,75.08,1.17,0.56,100.66,1.0,60.0,56,1,None,0.0,0,None,91.67,0.0,1.79
2026-05-06 19:00:00,Line-1,OP-A,60.0,72.33,1.25,-0.0,100.43,1.0,60.0,54,1,None,0.0,0,None,88.33,0.0,1.85
2026-05-06 20:00:00,Line-1,OP-B,60.0,74.76,1.41,0.39,104.41,1.0,60.0,58,1,None,0.0,0,None,95.0,0.0,1.72
2026-05-06 21:00:00,Line-1,OP-C,60.0,79.56,1.27,-0.84,107.78,1.0,60.0,55,1,None,0.0,0,None,90.0,0.0,1.82
2026-05-06 22:00:00,Line-1,OP-A,60.0,69.43,1.24,-0.36,109.56,1.0,60.0,58,0,None,0.0,0,None,96.67,0.0,0.0
2026-05-06 23:00:00,Line-1,OP-A,60.0,76.74,1.36,-0.35,104.32,1.0,60.0,56,1,None,0.0,0,None,91.67,0.0,1.79
2026-05-07 00:00:00,Line-1,OP-A,60.0,77.11,1.31,0.63,101.39,1.0,60.0,55,1,Alignment,0.0,0,None,90.0,0.0,1.82
2026-05-07 01:00:00,Line-1,OP-A,60.0,72.28,1.12,0.33,92.86,1.0,60.0,57,0,Scratch,0.0,0,None,95.0,0.0,0.0
2026-05-07 02:00:00,Line-1,OP-B,60.0,74.06,1.23,0.09,101.01,1.0,60.0,54,0,Scratch,0.0,0,None,90.0,0.0,0.0
2026-05-07 03:00:00,Line-1,OP-A,60.0,73.0,1.03,0.14,101.07,1.0,60.0,56,0,None,0.0,0,None,93.33,0.0,0.0
2026-05-07 04:00:00,Line-1,OP-C,60.0,78.71,1.15,0.78,99.01,1.0,60.0,55,1,None,0.0,0,None,90.0,0.0,1.82
2026-05-07 05:00:00,Line-1,OP-C,60.0,77.21,1.23,-0.09,103.16,1.0,60.0,59,0,None,0.0,0,None,98.33,0.0,0.0
2026-05-07 06:00:00,Line-1,OP-A,60.0,77.3,1.14,-0.66,105.61,1.0,60.0,54,0,Dent,0.0,0,None,90.0,0.0,0.0
